,s,a,sp,r
103939,3,4,7,-3.0
103940,3,5,7,-3.0
103941,3,6,7,-5.0
103942,3,7,7,4.0
103943,3,8,7,-3.0
103944,3,9,7,-2.0
103945,3,10,7,-3.0
103946,3,11,7,-2.0
103947,3,12,7,-3.0
103948,3,13,7,-3.0
103949,3,14,7,-2.0
103950,7,1,3,-3.0
103951,7,2,3,0.0
103952,7,3,3,3.0
103953,7,4,3,-2.0
103954,7,5,3,-3.0
103955,7,6,3,-3.0
103956,7,7,3,-3.0
103957,7,8,3,-3.0
103958,7,9,3,-5.0
103959,7,10,3,-2.0
103960,7,11,3,-3.0
103961,7,12,3,-2.0
103962,7,13,3,-3.0
103963,7,14,3,-3.0
103964,3,1,7,-2.0
103965,3,2,7,-3.0
103966,3,3,7,-3.0
103967,3,4,7,-3.0
103968,3,5,7,-3.0
103969,3,6,7,-5.0
103970,3,7,7,4.0
103971,3,8,7,-3.0
103972,3,9,7,-2.0
103973,3,10,7,-3.0
103974,3,11,7,-2.0
103975,3,12,7,-3.0
103976,3,13,7,-3.0
103977,3,14,7,-2.0
103978,7,1,4,-3.0
103979,7,2,4,-3.0
103980,7,3,4,-2.0
103981,7,4,4,3.0
103982,7,5,4,-3.0
103983,7,6,4,-2.0
103984,7,7,4,-3.0
103985,7,8,4,-3.0
103986,7,9,4,-5.0
103987,7,10,4,-2.0
103988,7,11,4,-3.0
103989,7,12,4,-4.0
103990,7,13,4,-2.0
103991,7,14,4,-3.0
103992,7,1,7,-2.0
103993,7,2,7,-3.0
103994,7,3,7,-3.0
103995,7,4,7,-3.0
103996,7,5,7,-3.0
103997,7,6,7,-5.0
103998,7,7,7,4.0
103999,7,8,7,-3.0
104000,7,9,7,-2.0
104001,7,10,7,-3.0
104002,7,11,7,-2.0
104003,7,12,7,-3.0
104004,7,13,7,-3.0
104005,7,14,7,-2.0
104006,7,1,8,-3.0
104007,7,2,8,-3.0
104008,7,3,8,-3.0
104009,7,4,8,-3.0
104010,7,5,8,-3.0
104011,7,6,8,-3.0
104012,7,7,8,-3.0
104013,7,8,8,3.0
104014,7,9,8,-3.0
104015,7,10,8,-3.0
104016,7,11,8,-3.0
104017,7,12,8,-3.0
104018,7,13,8,-3.0
104019,7,14,8,-3.0
104020,8,1,4,-3.0
104021,8,2,4,-3.0
104022,8,3,4,-2.0
104023,8,4,4,5.0
104024,8,5,4,-3.0
104025,8,6,4,-2.0
104026,8,7,4,-3.0
104027,8,8,4,-3.0
104028,8,9,4,-5.0
104029,8,10,4,-2.0
104030,8,11,4,-3.0
104031,8,12,4,-4.0
104032,8,13,4,-2.0
104033,8,14,4,-3.0
104034,4,1,13,-3.0
104035,4,2,13,-1.0
104036,4,3,13,-3.0
104037,4,4,13,-2.0
104038,4,5,13,-2.0
104039,4,6,13,-3.0
104040,4,7,13,-3.0
104041,4,8,13,-3.0
104042,4,9,13,-3.0
104043,4,10,13,-3.0
104044,4,11,13,-3.0
104045,4,12,13,-3.0
104046,4,13,13,4.0
104047,4,14,13,-3.0
104048,7,1,6,-5.0
104049,7,2,6,-5.0
104050,7,3,6,-3.0
104051,7,4,6,-2.0
104052,7,5,6,-3.0
104053,7,6,6,3.0
104054,7,7,6,-5.0
104055,7,8,6,-3.0
104056,7,9,6,-5.0
104057,7,10,6,-5.0
104058,7,11,6,-5.0
104059,7,12,6,-5.0
104060,7,13,6,-3.0
104061,7,14,6,-5.0
104062,6,1,5,-3.0
104063,6,2,5,-2.0
104064,6,3,5,-3.0
104065,6,4,5,-3.0
104066,6,5,5,3.0
104067,6,6,5,-3.0
104068,6,7,5,-3.0
104069,6,8,5,-3.0
104070,6,9,5,-3.0
104071,6,10,5,-2.0
104072,6,11,5,-3.0
104073,6,12,5,-3.0
104074,6,13,5,-2.0
104075,6,14,5,-3.0
104076,3,1,3,-3.0
104077,3,2,3,0.0
104078,3,3,3,5.0
104079,3,4,3,-2.0
104080,3,5,3,-3.0
104081,3,6,3,-3.0
104082,3,7,3,-3.0
104083,3,8,3,-3.0
104084,3,9,3,-5.0
104085,3,10,3,-2.0
104086,3,11,3,-3.0
104087,3,12,3,-2.0
104088,3,13,3,-3.0
104089,3,14,3,-3.0
104090,3,1,3,-3.0
104091,3,2,3,0.0
104092,3,3,3,5.0
104093,3,4,3,-2.0
104094,3,5,3,-3.0
104095,3,6,3,-3.0
104096,3,7,3,-3.0
104097,3,8,3,-3.0
104098,3,9,3,-5.0
104099,3,10,3,-2.0
104100,3,11,3,-3.0
104101,3,12,3,-2.0
104102,3,13,3,-3.0
104103,3,14,3,-3.0
104104,3,1,13,-3.0
104105,3,2,13,-1.0
104106,3,3,13,-3.0
104107,3,4,13,-2.0
104108,3,5,13,-2.0
104109,3,6,13,-3.0
104110,3,7,13,-3.0
104111,3,8,13,-3.0
104112,3,9,13,-3.0
104113,3,10,13,-3.0
104114,3,11,13,-3.0
104115,3,12,13,-3.0
104116,3,13,13,4.0
104117,3,14,13,-3.0
104118,13,1,3,-3.0
104119,13,2,3,0.0
104120,13,3,3,5.0
104121,13,4,3,-2.0
104122,13,5,3,-3.0
104123,13,6,3,-3.0
104124,13,7,3,-3.0
104125,13,8,3,-3.0
104126,13,9,3,-5.0
104127,13,10,3,-2.0
104128,13,11,3,-3.0
104129,13,12,3,-2.0
104130,13,13,3,-3.0
104131,13,14,3,-3.0
104132,3,1,13,-3.0
104133,3,2,13,-1.0
104134,3,3,13,-3.0
104135,3,4,13,-2.0
104136,3,5,13,-2.0
104137,3,6,13,-3.0
104138,3,7,13,-3.0
104139,3,8,13,-3.0
104140,3,9,13,-3.0
104141,3,10,13,-3.0
104142,3,11,13,-3.0
104143,3,12,13,-3.0
104144,3,13,13,1.0
104145,3,14,13,-3.0
104146,5,1,5,-3.0
104147,5,2,5,-2.0
104148,5,3,5,-3.0
104149,5,4,5,-3.0
104150,5,5,5,2.0
104151,5,6,5,-3.0
104152,5,7,5,-3.0
104153,5,8,5,-3.0
104154,5,9,5,-3.0
104155,5,10,5,-2.0
104156,5,11,5,-3.0
104157,5,12,5,-3.0
104158,5,13,5,-2.0
104159,5,14,5,-3.0
104160,5,1,10,-3.0
104161,5,2,10,-1.0
104162,5,3,10,-2.0
104163,5,4,10,-2.0
104164,5,5,10,-2.0
104165,5,6,10,-5.0
104166,5,7,10,-3.0
104167,5,8,10,-3.0
104168,5,9,10,-5.0
104169,5,10,10,5.0
104170,5,11,10,-2.0
104171,5,12,10,-3.0
104172,5,13,10,-3.0
104173,5,14,10,-5.0
104174,5,1,5,-3.0
104175,5,2,5,-2.0
104176,5,3,5,-3.0
104177,5,4,5,-3.0
104178,5,5,5,3.0
104179,5,6,5,-3.0
104180,5,7,5,-3.0
104181,5,8,5,-3.0
104182,5,9,5,-3.0
104183,5,10,5,-2.0
104184,5,11,5,-3.0
104185,5,12,5,-3.0
104186,5,13,5,-2.0
104187,5,14,5,-3.0
104188,5,1,7,-2.0
104189,5,2,7,-3.0
104190,5,3,7,-3.0
104191,5,4,7,-3.0
104192,5,5,7,-3.0
104193,5,6,7,-5.0
104194,5,7,7,5.0
104195,5,8,7,-3.0
104196,5,9,7,-2.0
104197,5,10,7,-3.0
104198,5,11,7,-2.0
104199,5,12,7,-3.0
104200,5,13,7,-3.0
104201,5,14,7,-2.0
104202,7,1,7,-2.0
104203,7,2,7,-3.0
104204,7,3,7,-3.0
104205,7,4,7,-3.0
104206,7,5,7,-3.0
104207,7,6,7,-5.0
104208,7,7,7,3.0
104209,7,8,7,-3.0
104210,7,9,7,-2.0
104211,7,10,7,-3.0
104212,7,11,7,-2.0
104213,7,12,7,-3.0
104214,7,13,7,-3.0
104215,7,14,7,-2.0
104216,7,1,8,-3.0
104217,7,2,8,-3.0
104218,7,3,8,-3.0
104219,7,4,8,-3.0
104220,7,5,8,-3.0
104221,7,6,8,-3.0
104222,7,7,8,-3.0
104223,7,8,8,4.0
104224,7,9,8,-3.0
104225,7,10,8,-3.0
104226,7,11,8,-3.0
104227,7,12,8,-3.0
104228,7,13,8,-3.0
104229,7,14,8,-3.0
104230,13,1,5,-3.0
104231,13,2,5,-2.0
104232,13,3,5,-3.0
104233,13,4,5,-3.0
104234,13,5,5,3.0
104235,13,6,5,-3.0
104236,13,7,5,-3.0
104237,13,8,5,-3.0
104238,13,9,5,-3.0
104239,13,10,5,-2.0
104240,13,11,5,-3.0
104241,13,12,5,-3.0
104242,13,13,5,-2.0
104243,13,14,5,-3.0
104244,5,1,1,3.0
104245,5,2,1,-2.0
104246,5,3,1,-3.0
104247,5,4,1,-3.0
104248,5,5,1,-3.0
104249,5,6,1,-5.0
104250,5,7,1,-2.0
104251,5,8,1,-3.0
104252,5,9,1,-2.0
104253,5,10,1,-3.0
104254,5,11,1,-3.0
104255,5,12,1,-2.0
104256,5,13,1,-3.0
104257,5,14,1,0.0
104258,1,1,13,-3.0
104259,1,2,13,-1.0
104260,1,3,13,-3.0
104261,1,4,13,-2.0
104262,1,5,13,-2.0
104263,1,6,13,-3.0
104264,1,7,13,-3.0
104265,1,8,13,-3.0
104266,1,9,13,-3.0
104267,1,10,13,-3.0
104268,1,11,13,-3.0
104269,1,12,13,-3.0
104270,1,13,13,5.0
104271,1,14,13,-3.0
104272,13,1,5,-3.0
104273,13,2,5,-2.0
104274,13,3,5,-3.0
104275,13,4,5,-3.0
104276,13,5,5,3.0
104277,13,6,5,-3.0
104278,13,7,5,-3.0
104279,13,8,5,-3.0
104280,13,9,5,-3.0
104281,13,10,5,-2.0
104282,13,11,5,-3.0
104283,13,12,5,-3.0
104284,13,13,5,-2.0
104285,13,14,5,-3.0
104286,7,1,5,-3.0
104287,7,2,5,-2.0
104288,7,3,5,-3.0
104289,7,4,5,-3.0
104290,7,5,5,4.0
104291,7,6,5,-3.0
104292,7,7,5,-3.0
104293,7,8,5,-3.0
104294,7,9,5,-3.0
104295,7,10,5,-2.0
104296,7,11,5,-3.0
104297,7,12,5,-3.0
104298,7,13,5,-2.0
104299,7,14,5,-3.0
104300,5,1,1,1.0
104301,5,2,1,-2.0
104302,5,3,1,-3.0
104303,5,4,1,-3.0
104304,5,5,1,-3.0
104305,5,6,1,-5.0
104306,5,7,1,-2.0
104307,5,8,1,-3.0
104308,5,9,1,-2.0
104309,5,10,1,-3.0
104310,5,11,1,-3.0
104311,5,12,1,-2.0
104312,5,13,1,-3.0
104313,5,14,1,0.0
104314,4,1,9,-2.0
104315,4,2,9,-5.0
104316,4,3,9,-5.0
104317,4,4,9,-5.0
104318,4,5,9,-3.0
104319,4,6,9,-5.0
104320,4,7,9,-2.0
104321,4,8,9,-3.0
104322,4,9,9,4.0
104323,4,10,9,-5.0
104324,4,11,9,-5.0
104325,4,12,9,-3.0
104326,4,13,9,-3.0
104327,4,14,9,-1.0
104328,9,1,4,-3.0
104329,9,2,4,-3.0
104330,9,3,4,-2.0
104331,9,4,4,3.0
104332,9,5,4,-3.0
104333,9,6,4,-2.0
104334,9,7,4,-3.0
104335,9,8,4,-3.0
104336,9,9,4,-5.0
104337,9,10,4,-2.0
104338,9,11,4,-3.0
104339,9,12,4,-4.0
104340,9,13,4,-2.0
104341,9,14,4,-3.0
104342,4,1,9,-2.0
104343,4,2,9,-5.0
104344,4,3,9,-5.0
104345,4,4,9,-5.0
104346,4,5,9,-3.0
104347,4,6,9,-5.0
104348,4,7,9,-2.0
104349,4,8,9,-3.0
104350,4,9,9,4.0
104351,4,10,9,-5.0
104352,4,11,9,-5.0
104353,4,12,9,-3.0
104354,4,13,9,-3.0
104355,4,14,9,-1.0
104356,5,1,5,-3.0
104357,5,2,5,-2.0
104358,5,3,5,-3.0
104359,5,4,5,-3.0
104360,5,5,5,5.0
104361,5,6,5,-3.0
104362,5,7,5,-3.0
104363,5,8,5,-3.0
104364,5,9,5,-3.0
104365,5,10,5,-2.0
104366,5,11,5,-3.0
104367,5,12,5,-3.0
104368,5,13,5,-2.0
104369,5,14,5,-3.0
104370,5,1,3,-3.0
104371,5,2,3,0.0
104372,5,3,3,4.0
104373,5,4,3,-2.0
104374,5,5,3,-3.0
104375,5,6,3,-3.0
104376,5,7,3,-3.0
104377,5,8,3,-3.0
104378,5,9,3,-5.0
104379,5,10,3,-2.0
104380,5,11,3,-3.0
104381,5,12,3,-2.0
104382,5,13,3,-3.0
104383,5,14,3,-3.0
104384,7,1,6,-5.0
104385,7,2,6,-5.0
104386,7,3,6,-3.0
104387,7,4,6,-2.0
104388,7,5,6,-3.0
104389,7,6,6,4.0
104390,7,7,6,-5.0
104391,7,8,6,-3.0
104392,7,9,6,-5.0
104393,7,10,6,-5.0
104394,7,11,6,-5.0
104395,7,12,6,-5.0
104396,7,13,6,-3.0
104397,7,14,6,-5.0
104398,5,1,6,-5.0
104399,5,2,6,-5.0
104400,5,3,6,-3.0
104401,5,4,6,-2.0
104402,5,5,6,-3.0
104403,5,6,6,4.0
104404,5,7,6,-5.0
104405,5,8,6,-3.0
104406,5,9,6,-5.0
104407,5,10,6,-5.0
104408,5,11,6,-5.0
104409,5,12,6,-5.0
104410,5,13,6,-3.0
104411,5,14,6,-5.0
104412,6,1,3,-3.0
104413,6,2,3,0.0
104414,6,3,3,1.0
104415,6,4,3,-2.0
104416,6,5,3,-3.0
104417,6,6,3,-3.0
104418,6,7,3,-3.0
104419,6,8,3,-3.0
104420,6,9,3,-5.0
104421,6,10,3,-2.0
104422,6,11,3,-3.0
104423,6,12,3,-2.0
104424,6,13,3,-3.0
104425,6,14,3,-3.0
104426,3,1,13,-3.0
104427,3,2,13,-1.0
104428,3,3,13,-3.0
104429,3,4,13,-2.0
104430,3,5,13,-2.0
104431,3,6,13,-3.0
104432,3,7,13,-3.0
104433,3,8,13,-3.0
104434,3,9,13,-3.0
104435,3,10,13,-3.0
104436,3,11,13,-3.0
104437,3,12,13,-3.0
104438,3,13,13,3.0
104439,3,14,13,-3.0
104440,5,1,7,-2.0
104441,5,2,7,-3.0
104442,5,3,7,-3.0
104443,5,4,7,-3.0
104444,5,5,7,-3.0
104445,5,6,7,-5.0
104446,5,7,7,2.0
104447,5,8,7,-3.0
104448,5,9,7,-2.0
104449,5,10,7,-3.0
104450,5,11,7,-2.0
104451,5,12,7,-3.0
104452,5,13,7,-3.0
104453,5,14,7,-2.0
104454,14,1,5,-3.0
104455,14,2,5,-2.0
104456,14,3,5,-3.0
104457,14,4,5,-3.0
104458,14,5,5,3.0
104459,14,6,5,-3.0
104460,14,7,5,-3.0
104461,14,8,5,-3.0
104462,14,9,5,-3.0
104463,14,10,5,-2.0
104464,14,11,5,-3.0
104465,14,12,5,-3.0
104466,14,13,5,-2.0
104467,14,14,5,-3.0
104468,2,1,2,-2.0
104469,2,2,2,4.0
104470,2,3,2,0.0
104471,2,4,2,-3.0
104472,2,5,2,-2.0
104473,2,6,2,-5.0
104474,2,7,2,-3.0
104475,2,8,2,-3.0
104476,2,9,2,-5.0
104477,2,10,2,-1.0
104478,2,11,2,-2.0
104479,2,12,2,-1.0
104480,2,13,2,-1.0
104481,2,14,2,-3.0
104482,2,1,1,4.0
104483,2,2,1,-2.0
104484,2,3,1,-3.0
104485,2,4,1,-3.0
104486,2,5,1,-3.0
104487,2,6,1,-5.0
104488,2,7,1,-2.0
104489,2,8,1,-3.0
104490,2,9,1,-2.0
104491,2,10,1,-3.0
104492,2,11,1,-3.0
104493,2,12,1,-2.0
104494,2,13,1,-3.0
104495,2,14,1,0.0
104496,5,1,14,0.0
104497,5,2,14,-3.0
104498,5,3,14,-3.0
104499,5,4,14,-3.0
104500,5,5,14,-3.0
104501,5,6,14,-5.0
104502,5,7,14,-2.0
104503,5,8,14,-3.0
104504,5,9,14,-1.0
104505,5,10,14,-5.0
104506,5,11,14,-3.0
104507,5,12,14,-3.0
104508,5,13,14,-3.0
104509,5,14,14,3.0
104510,1,1,14,0.0
104511,1,2,14,-3.0
104512,1,3,14,-3.0
104513,1,4,14,-3.0
104514,1,5,14,-3.0
104515,1,6,14,-5.0
104516,1,7,14,-2.0
104517,1,8,14,-3.0
104518,1,9,14,-1.0
104519,1,10,14,-5.0
104520,1,11,14,-3.0
104521,1,12,14,-3.0
104522,1,13,14,-3.0
104523,1,14,14,1.0
104524,14,1,14,0.0
104525,14,2,14,-3.0
104526,14,3,14,-3.0
104527,14,4,14,-3.0
104528,14,5,14,-3.0
104529,14,6,14,-5.0
104530,14,7,14,-2.0
104531,14,8,14,-3.0
104532,14,9,14,-1.0
104533,14,10,14,-5.0
104534,14,11,14,-3.0
104535,14,12,14,-3.0
104536,14,13,14,-3.0
104537,14,14,14,4.0
104538,14,1,14,0.0
104539,14,2,14,-3.0
104540,14,3,14,-3.0
104541,14,4,14,-3.0
104542,14,5,14,-3.0
104543,14,6,14,-5.0
104544,14,7,14,-2.0
104545,14,8,14,-3.0
104546,14,9,14,-1.0
104547,14,10,14,-5.0
104548,14,11,14,-3.0
104549,14,12,14,-3.0
104550,14,13,14,-3.0
104551,14,14,14,1.0
104552,14,1,1,3.0
104553,14,2,1,-2.0
104554,14,3,1,-3.0
104555,14,4,1,-3.0
104556,14,5,1,-3.0
104557,14,6,1,-5.0
104558,14,7,1,-2.0
104559,14,8,1,-3.0
104560,14,9,1,-2.0
104561,14,10,1,-3.0
104562,14,11,1,-3.0
104563,14,12,1,-2.0
104564,14,13,1,-3.0
104565,14,14,1,0.0
104566,5,1,7,-2.0
104567,5,2,7,-3.0
104568,5,3,7,-3.0
104569,5,4,7,-3.0
104570,5,5,7,-3.0
104571,5,6,7,-5.0
104572,5,7,7,3.0
104573,5,8,7,-3.0
104574,5,9,7,-2.0
104575,5,10,7,-3.0
104576,5,11,7,-2.0
104577,5,12,7,-3.0
104578,5,13,7,-3.0
104579,5,14,7,-2.0
104580,8,1,8,-3.0
104581,8,2,8,-3.0
104582,8,3,8,-3.0
104583,8,4,8,-3.0
104584,8,5,8,-3.0
104585,8,6,8,-3.0
104586,8,7,8,-3.0
104587,8,8,8,5.0
104588,8,9,8,-3.0
104589,8,10,8,-3.0
104590,8,11,8,-3.0
104591,8,12,8,-3.0
104592,8,13,8,-3.0
104593,8,14,8,-3.0
104594,11,1,3,-3.0
104595,11,2,3,0.0
104596,11,3,3,4.0
104597,11,4,3,-2.0
104598,11,5,3,-3.0
104599,11,6,3,-3.0
104600,11,7,3,-3.0
104601,11,8,3,-3.0
104602,11,9,3,-5.0
104603,11,10,3,-2.0
104604,11,11,3,-3.0
104605,11,12,3,-2.0
104606,11,13,3,-3.0
104607,11,14,3,-3.0
104608,3,1,5,-3.0
104609,3,2,5,-2.0
104610,3,3,5,-3.0
104611,3,4,5,-3.0
104612,3,5,5,3.0
104613,3,6,5,-3.0
104614,3,7,5,-3.0
104615,3,8,5,-3.0
104616,3,9,5,-3.0
104617,3,10,5,-2.0
104618,3,11,5,-3.0
104619,3,12,5,-3.0
104620,3,13,5,-2.0
104621,3,14,5,-3.0
104622,5,1,7,-2.0
104623,5,2,7,-3.0
104624,5,3,7,-3.0
104625,5,4,7,-3.0
104626,5,5,7,-3.0
104627,5,6,7,-5.0
104628,5,7,7,1.0
104629,5,8,7,-3.0
104630,5,9,7,-2.0
104631,5,10,7,-3.0
104632,5,11,7,-2.0
104633,5,12,7,-3.0
104634,5,13,7,-3.0
104635,5,14,7,-2.0
104636,7,1,7,-2.0
104637,7,2,7,-3.0
104638,7,3,7,-3.0
104639,7,4,7,-3.0
104640,7,5,7,-3.0
104641,7,6,7,-5.0
104642,7,7,7,2.0
104643,7,8,7,-3.0
104644,7,9,7,-2.0
104645,7,10,7,-3.0
104646,7,11,7,-2.0
104647,7,12,7,-3.0
104648,7,13,7,-3.0
104649,7,14,7,-2.0
104650,7,1,5,-3.0
104651,7,2,5,-2.0
104652,7,3,5,-3.0
104653,7,4,5,-3.0
104654,7,5,5,3.0
104655,7,6,5,-3.0
104656,7,7,5,-3.0
104657,7,8,5,-3.0
104658,7,9,5,-3.0
104659,7,10,5,-2.0
104660,7,11,5,-3.0
104661,7,12,5,-3.0
104662,7,13,5,-2.0
104663,7,14,5,-3.0
104664,7,1,1,3.0
104665,7,2,1,-2.0
104666,7,3,1,-3.0
104667,7,4,1,-3.0
104668,7,5,1,-3.0
104669,7,6,1,-5.0
104670,7,7,1,-2.0
104671,7,8,1,-3.0
104672,7,9,1,-2.0
104673,7,10,1,-3.0
104674,7,11,1,-3.0
104675,7,12,1,-2.0
104676,7,13,1,-3.0
104677,7,14,1,0.0
104678,7,1,4,-3.0
104679,7,2,4,-3.0
104680,7,3,4,-2.0
104681,7,4,4,5.0
104682,7,5,4,-3.0
104683,7,6,4,-2.0
104684,7,7,4,-3.0
104685,7,8,4,-3.0
104686,7,9,4,-5.0
104687,7,10,4,-2.0
104688,7,11,4,-3.0
104689,7,12,4,-4.0
104690,7,13,4,-2.0
104691,7,14,4,-3.0
104692,3,1,13,-3.0
104693,3,2,13,-1.0
104694,3,3,13,-3.0
104695,3,4,13,-2.0
104696,3,5,13,-2.0
104697,3,6,13,-3.0
104698,3,7,13,-3.0
104699,3,8,13,-3.0
104700,3,9,13,-3.0
104701,3,10,13,-3.0
104702,3,11,13,-3.0
104703,3,12,13,-3.0
104704,3,13,13,5.0
104705,3,14,13,-3.0
104706,13,1,3,-3.0
104707,13,2,3,0.0
104708,13,3,3,3.0
104709,13,4,3,-2.0
104710,13,5,3,-3.0
104711,13,6,3,-3.0
104712,13,7,3,-3.0
104713,13,8,3,-3.0
104714,13,9,3,-5.0
104715,13,10,3,-2.0
104716,13,11,3,-3.0
104717,13,12,3,-2.0
104718,13,13,3,-3.0
104719,13,14,3,-3.0
104720,7,1,14,0.0
104721,7,2,14,-3.0
104722,7,3,14,-3.0
104723,7,4,14,-3.0
104724,7,5,14,-3.0
104725,7,6,14,-5.0
104726,7,7,14,-2.0
104727,7,8,14,-3.0
104728,7,9,14,-1.0
104729,7,10,14,-5.0
104730,7,11,14,-3.0
104731,7,12,14,-3.0
104732,7,13,14,-3.0
104733,7,14,14,5.0
104734,2,1,2,-2.0
104735,2,2,2,5.0
104736,2,3,2,0.0
104737,2,4,2,-3.0
104738,2,5,2,-2.0
104739,2,6,2,-5.0
104740,2,7,2,-3.0
104741,2,8,2,-3.0
104742,2,9,2,-5.0
104743,2,10,2,-1.0
104744,2,11,2,-2.0
104745,2,12,2,-1.0
104746,2,13,2,-1.0
104747,2,14,2,-3.0
104748,14,1,14,0.0
104749,14,2,14,-3.0
104750,14,3,14,-3.0
104751,14,4,14,-3.0
104752,14,5,14,-3.0
104753,14,6,14,-5.0
104754,14,7,14,-2.0
104755,14,8,14,-3.0
104756,14,9,14,-1.0
104757,14,10,14,-5.0
104758,14,11,14,-3.0
104759,14,12,14,-3.0
104760,14,13,14,-3.0
104761,14,14,14,3.0
104762,9,1,1,4.0
104763,9,2,1,-2.0
104764,9,3,1,-3.0
104765,9,4,1,-3.0
104766,9,5,1,-3.0
104767,9,6,1,-5.0
104768,9,7,1,-2.0
104769,9,8,1,-3.0
104770,9,9,1,-2.0
104771,9,10,1,-3.0
104772,9,11,1,-3.0
104773,9,12,1,-2.0
104774,9,13,1,-3.0
104775,9,14,1,0.0
104776,1,1,11,-3.0
104777,1,2,11,-2.0
104778,1,3,11,-3.0
104779,1,4,11,-3.0
104780,1,5,11,-3.0
104781,1,6,11,-5.0
104782,1,7,11,-2.0
104783,1,8,11,-3.0
104784,1,9,11,-5.0
104785,1,10,11,-2.0
104786,1,11,11,4.0
104787,1,12,11,-3.0
104788,1,13,11,-3.0
104789,1,14,11,-3.0
104790,11,1,14,0.0
104791,11,2,14,-3.0
104792,11,3,14,-3.0
104793,11,4,14,-3.0
104794,11,5,14,-3.0
104795,11,6,14,-5.0
104796,11,7,14,-2.0
104797,11,8,14,-3.0
104798,11,9,14,-1.0
104799,11,10,14,-5.0
104800,11,11,14,-3.0
104801,11,12,14,-3.0
104802,11,13,14,-3.0
104803,11,14,14,3.0
104804,14,1,9,-2.0
104805,14,2,9,-5.0
104806,14,3,9,-5.0
104807,14,4,9,-5.0
104808,14,5,9,-3.0
104809,14,6,9,-5.0
104810,14,7,9,-2.0
104811,14,8,9,-3.0
104812,14,9,9,3.0
104813,14,10,9,-5.0
104814,14,11,9,-5.0
104815,14,12,9,-3.0
104816,14,13,9,-3.0
104817,14,14,9,-1.0
104818,9,1,7,-2.0
104819,9,2,7,-3.0
104820,9,3,7,-3.0
104821,9,4,7,-3.0
104822,9,5,7,-3.0
104823,9,6,7,-5.0
104824,9,7,7,2.0
104825,9,8,7,-3.0
104826,9,9,7,-2.0
104827,9,10,7,-3.0
104828,9,11,7,-2.0
104829,9,12,7,-3.0
104830,9,13,7,-3.0
104831,9,14,7,-2.0
104832,7,1,9,-2.0
104833,7,2,9,-5.0
104834,7,3,9,-5.0
104835,7,4,9,-5.0
104836,7,5,9,-3.0
104837,7,6,9,-5.0
104838,7,7,9,-2.0
104839,7,8,9,-3.0
104840,7,9,9,3.0
104841,7,10,9,-5.0
104842,7,11,9,-5.0
104843,7,12,9,-3.0
104844,7,13,9,-3.0
104845,7,14,9,-1.0
104846,1,1,1,5.0
104847,1,2,1,-2.0
104848,1,3,1,-3.0
104849,1,4,1,-3.0
104850,1,5,1,-3.0
104851,1,6,1,-5.0
104852,1,7,1,-2.0
104853,1,8,1,-3.0
104854,1,9,1,-2.0
104855,1,10,1,-3.0
104856,1,11,1,-3.0
104857,1,12,1,-2.0
104858,1,13,1,-3.0
104859,1,14,1,0.0
104860,1,1,13,-3.0
104861,1,2,13,-1.0
104862,1,3,13,-3.0
104863,1,4,13,-2.0
104864,1,5,13,-2.0
104865,1,6,13,-3.0
104866,1,7,13,-3.0
104867,1,8,13,-3.0
104868,1,9,13,-3.0
104869,1,10,13,-3.0
104870,1,11,13,-3.0
104871,1,12,13,-3.0
104872,1,13,13,5.0
104873,1,14,13,-3.0
104874,7,1,14,0.0
104875,7,2,14,-3.0
104876,7,3,14,-3.0
104877,7,4,14,-3.0
104878,7,5,14,-3.0
104879,7,6,14,-5.0
104880,7,7,14,-2.0
104881,7,8,14,-3.0
104882,7,9,14,-1.0
104883,7,10,14,-5.0
104884,7,11,14,-3.0
104885,7,12,14,-3.0
104886,7,13,14,-3.0
104887,7,14,14,4.0
104888,14,1,1,4.0
104889,14,2,1,-2.0
104890,14,3,1,-3.0
104891,14,4,1,-3.0
104892,14,5,1,-3.0
104893,14,6,1,-5.0
104894,14,7,1,-2.0
104895,14,8,1,-3.0
104896,14,9,1,-2.0
104897,14,10,1,-3.0
104898,14,11,1,-3.0
104899,14,12,1,-2.0
104900,14,13,1,-3.0
104901,14,14,1,0.0
104902,1,1,7,-2.0
104903,1,2,7,-3.0
104904,1,3,7,-3.0
104905,1,4,7,-3.0
104906,1,5,7,-3.0
104907,1,6,7,-5.0
104908,1,7,7,3.0
104909,1,8,7,-3.0
104910,1,9,7,-2.0
104911,1,10,7,-3.0
104912,1,11,7,-2.0
104913,1,12,7,-3.0
104914,1,13,7,-3.0
104915,1,14,7,-2.0
104916,7,1,1,5.0
104917,7,2,1,-2.0
104918,7,3,1,-3.0
104919,7,4,1,-3.0
104920,7,5,1,-3.0
104921,7,6,1,-5.0
104922,7,7,1,-2.0
104923,7,8,1,-3.0
104924,7,9,1,-2.0
104925,7,10,1,-3.0
104926,7,11,1,-3.0
104927,7,12,1,-2.0
104928,7,13,1,-3.0
104929,7,14,1,0.0
104930,1,1,14,0.0
104931,1,2,14,-3.0
104932,1,3,14,-3.0
104933,1,4,14,-3.0
104934,1,5,14,-3.0
104935,1,6,14,-5.0
104936,1,7,14,-2.0
104937,1,8,14,-3.0
104938,1,9,14,-1.0
104939,1,10,14,-5.0
104940,1,11,14,-3.0
104941,1,12,14,-3.0
104942,1,13,14,-3.0
104943,1,14,14,4.0
104944,14,1,7,-2.0
