,s,a,sp,r
16748,5,5,3,-3.0
16749,5,6,3,-3.0
16750,5,7,3,-3.0
16751,5,8,3,-3.0
16752,5,9,3,-5.0
16753,5,10,3,-2.0
16754,5,11,3,-3.0
16755,5,12,3,-2.0
16756,5,13,3,-3.0
16757,5,14,3,-3.0
16758,3,1,6,-5.0
16759,3,2,6,-5.0
16760,3,3,6,-3.0
16761,3,4,6,-2.0
16762,3,5,6,-3.0
16763,3,6,6,4.0
16764,3,7,6,-5.0
16765,3,8,6,-3.0
16766,3,9,6,-5.0
16767,3,10,6,-5.0
16768,3,11,6,-5.0
16769,3,12,6,-5.0
16770,3,13,6,-3.0
16771,3,14,6,-5.0
16772,8,1,7,-2.0
16773,8,2,7,-3.0
16774,8,3,7,-3.0
16775,8,4,7,-3.0
16776,8,5,7,-3.0
16777,8,6,7,-5.0
16778,8,7,7,2.0
16779,8,8,7,-3.0
16780,8,9,7,-2.0
16781,8,10,7,-3.0
16782,8,11,7,-2.0
16783,8,12,7,-3.0
16784,8,13,7,-3.0
16785,8,14,7,-2.0
16786,7,1,1,3.0
16787,7,2,1,-2.0
16788,7,3,1,-3.0
16789,7,4,1,-3.0
16790,7,5,1,-3.0
16791,7,6,1,-5.0
16792,7,7,1,-2.0
16793,7,8,1,-3.0
16794,7,9,1,-2.0
16795,7,10,1,-3.0
16796,7,11,1,-3.0
16797,7,12,1,-2.0
16798,7,13,1,-3.0
16799,7,14,1,0.0
16800,1,1,3,-3.0
16801,1,2,3,0.0
16802,1,3,3,4.0
16803,1,4,3,-2.0
16804,1,5,3,-3.0
16805,1,6,3,-3.0
16806,1,7,3,-3.0
16807,1,8,3,-3.0
16808,1,9,3,-5.0
16809,1,10,3,-2.0
16810,1,11,3,-3.0
16811,1,12,3,-2.0
16812,1,13,3,-3.0
16813,1,14,3,-3.0
16814,3,1,7,-2.0
16815,3,2,7,-3.0
16816,3,3,7,-3.0
16817,3,4,7,-3.0
16818,3,5,7,-3.0
16819,3,6,7,-5.0
16820,3,7,7,3.0
16821,3,8,7,-3.0
16822,3,9,7,-2.0
16823,3,10,7,-3.0
16824,3,11,7,-2.0
16825,3,12,7,-3.0
16826,3,13,7,-3.0
16827,3,14,7,-2.0
16828,7,1,7,-2.0
16829,7,2,7,-3.0
16830,7,3,7,-3.0
16831,7,4,7,-3.0
16832,7,5,7,-3.0
16833,7,6,7,-5.0
16834,7,7,7,3.0
16835,7,8,7,-3.0
16836,7,9,7,-2.0
16837,7,10,7,-3.0
16838,7,11,7,-2.0
16839,7,12,7,-3.0
16840,7,13,7,-3.0
16841,7,14,7,-2.0
16842,7,1,7,-2.0
16843,7,2,7,-3.0
16844,7,3,7,-3.0
16845,7,4,7,-3.0
16846,7,5,7,-3.0
16847,7,6,7,-5.0
16848,7,7,7,5.0
16849,7,8,7,-3.0
16850,7,9,7,-2.0
16851,7,10,7,-3.0
16852,7,11,7,-2.0
16853,7,12,7,-3.0
16854,7,13,7,-3.0
16855,7,14,7,-2.0
16856,7,1,1,3.0
16857,7,2,1,-2.0
16858,7,3,1,-3.0
16859,7,4,1,-3.0
16860,7,5,1,-3.0
16861,7,6,1,-5.0
16862,7,7,1,-2.0
16863,7,8,1,-3.0
16864,7,9,1,-2.0
16865,7,10,1,-3.0
16866,7,11,1,-3.0
16867,7,12,1,-2.0
16868,7,13,1,-3.0
16869,7,14,1,0.0
16870,1,1,8,-3.0
16871,1,2,8,-3.0
16872,1,3,8,-3.0
16873,1,4,8,-3.0
16874,1,5,8,-3.0
16875,1,6,8,-3.0
16876,1,7,8,-3.0
16877,1,8,8,4.0
16878,1,9,8,-3.0
16879,1,10,8,-3.0
16880,1,11,8,-3.0
16881,1,12,8,-3.0
16882,1,13,8,-3.0
16883,1,14,8,-3.0
16884,8,1,8,-3.0
16885,8,2,8,-3.0
16886,8,3,8,-3.0
16887,8,4,8,-3.0
16888,8,5,8,-3.0
16889,8,6,8,-3.0
16890,8,7,8,-3.0
16891,8,8,8,3.0
16892,8,9,8,-3.0
16893,8,10,8,-3.0
16894,8,11,8,-3.0
16895,8,12,8,-3.0
16896,8,13,8,-3.0
16897,8,14,8,-3.0
16898,5,1,5,-3.0
16899,5,2,5,-2.0
16900,5,3,5,-3.0
16901,5,4,5,-3.0
16902,5,5,5,2.0
16903,5,6,5,-3.0
16904,5,7,5,-3.0
16905,5,8,5,-3.0
16906,5,9,5,-3.0
16907,5,10,5,-2.0
16908,5,11,5,-3.0
16909,5,12,5,-3.0
16910,5,13,5,-2.0
16911,5,14,5,-3.0
16912,7,1,5,-3.0
16913,7,2,5,-2.0
16914,7,3,5,-3.0
16915,7,4,5,-3.0
16916,7,5,5,3.0
16917,7,6,5,-3.0
16918,7,7,5,-3.0
16919,7,8,5,-3.0
16920,7,9,5,-3.0
16921,7,10,5,-2.0
16922,7,11,5,-3.0
16923,7,12,5,-3.0
16924,7,13,5,-2.0
16925,7,14,5,-3.0
16926,13,1,3,-3.0
16927,13,2,3,0.0
16928,13,3,3,5.0
16929,13,4,3,-2.0
16930,13,5,3,-3.0
16931,13,6,3,-3.0
16932,13,7,3,-3.0
16933,13,8,3,-3.0
16934,13,9,3,-5.0
16935,13,10,3,-2.0
16936,13,11,3,-3.0
16937,13,12,3,-2.0
16938,13,13,3,-3.0
16939,13,14,3,-3.0
16940,3,1,7,-2.0
16941,3,2,7,-3.0
16942,3,3,7,-3.0
16943,3,4,7,-3.0
16944,3,5,7,-3.0
16945,3,6,7,-5.0
16946,3,7,7,5.0
16947,3,8,7,-3.0
16948,3,9,7,-2.0
16949,3,10,7,-3.0
16950,3,11,7,-2.0
16951,3,12,7,-3.0
16952,3,13,7,-3.0
16953,3,14,7,-2.0
16954,1,1,1,5.0
16955,1,2,1,-2.0
16956,1,3,1,-3.0
16957,1,4,1,-3.0
16958,1,5,1,-3.0
16959,1,6,1,-5.0
16960,1,7,1,-2.0
16961,1,8,1,-3.0
16962,1,9,1,-2.0
16963,1,10,1,-3.0
16964,1,11,1,-3.0
16965,1,12,1,-2.0
16966,1,13,1,-3.0
16967,1,14,1,0.0
16968,3,1,7,-2.0
16969,3,2,7,-3.0
16970,3,3,7,-3.0
16971,3,4,7,-3.0
16972,3,5,7,-3.0
16973,3,6,7,-5.0
16974,3,7,7,4.0
16975,3,8,7,-3.0
16976,3,9,7,-2.0
16977,3,10,7,-3.0
16978,3,11,7,-2.0
16979,3,12,7,-3.0
16980,3,13,7,-3.0
16981,3,14,7,-2.0
16982,7,1,4,-3.0
16983,7,2,4,-3.0
16984,7,3,4,-2.0
16985,7,4,4,5.0
16986,7,5,4,-3.0
16987,7,6,4,-2.0
16988,7,7,4,-3.0
16989,7,8,4,-3.0
16990,7,9,4,-5.0
16991,7,10,4,-2.0
16992,7,11,4,-3.0
16993,7,12,4,-4.0
16994,7,13,4,-2.0
16995,7,14,4,-3.0
16996,8,1,8,-3.0
16997,8,2,8,-3.0
16998,8,3,8,-3.0
16999,8,4,8,-3.0
17000,8,5,8,-3.0
17001,8,6,8,-3.0
17002,8,7,8,-3.0
17003,8,8,8,3.0
17004,8,9,8,-3.0
17005,8,10,8,-3.0
17006,8,11,8,-3.0
17007,8,12,8,-3.0
17008,8,13,8,-3.0
17009,8,14,8,-3.0
17010,8,1,8,-3.0
17011,8,2,8,-3.0
17012,8,3,8,-3.0
17013,8,4,8,-3.0
17014,8,5,8,-3.0
17015,8,6,8,-3.0
17016,8,7,8,-3.0
17017,8,8,8,2.0
17018,8,9,8,-3.0
17019,8,10,8,-3.0
17020,8,11,8,-3.0
17021,8,12,8,-3.0
17022,8,13,8,-3.0
17023,8,14,8,-3.0
17024,8,1,9,-2.0
17025,8,2,9,-5.0
17026,8,3,9,-5.0
17027,8,4,9,-5.0
17028,8,5,9,-3.0
17029,8,6,9,-5.0
17030,8,7,9,-2.0
17031,8,8,9,-3.0
17032,8,9,9,2.0
17033,8,10,9,-5.0
17034,8,11,9,-5.0
17035,8,12,9,-3.0
17036,8,13,9,-3.0
17037,8,14,9,-1.0
17038,11,1,1,4.0
17039,11,2,1,-2.0
17040,11,3,1,-3.0
17041,11,4,1,-3.0
17042,11,5,1,-3.0
17043,11,6,1,-5.0
17044,11,7,1,-2.0
17045,11,8,1,-3.0
17046,11,9,1,-2.0
17047,11,10,1,-3.0
17048,11,11,1,-3.0
17049,11,12,1,-2.0
17050,11,13,1,-3.0
17051,11,14,1,0.0
17052,1,1,11,-3.0
17053,1,2,11,-2.0
17054,1,3,11,-3.0
17055,1,4,11,-3.0
17056,1,5,11,-3.0
17057,1,6,11,-5.0
17058,1,7,11,-2.0
17059,1,8,11,-3.0
17060,1,9,11,-5.0
17061,1,10,11,-2.0
17062,1,11,11,3.0
17063,1,12,11,-3.0
17064,1,13,11,-3.0
17065,1,14,11,-3.0
17066,11,1,7,-2.0
17067,11,2,7,-3.0
17068,11,3,7,-3.0
17069,11,4,7,-3.0
17070,11,5,7,-3.0
17071,11,6,7,-5.0
17072,11,7,7,4.0
17073,11,8,7,-3.0
17074,11,9,7,-2.0
17075,11,10,7,-3.0
17076,11,11,7,-2.0
17077,11,12,7,-3.0
17078,11,13,7,-3.0
17079,11,14,7,-2.0
17080,7,1,1,1.0
17081,7,2,1,-2.0
17082,7,3,1,-3.0
17083,7,4,1,-3.0
17084,7,5,1,-3.0
17085,7,6,1,-5.0
17086,7,7,1,-2.0
17087,7,8,1,-3.0
17088,7,9,1,-2.0
17089,7,10,1,-3.0
17090,7,11,1,-3.0
17091,7,12,1,-2.0
17092,7,13,1,-3.0
17093,7,14,1,0.0
17094,1,1,6,-5.0
17095,1,2,6,-5.0
17096,1,3,6,-3.0
17097,1,4,6,-2.0
17098,1,5,6,-3.0
17099,1,6,6,3.0
17100,1,7,6,-5.0
17101,1,8,6,-3.0
17102,1,9,6,-5.0
17103,1,10,6,-5.0
17104,1,11,6,-5.0
17105,1,12,6,-5.0
17106,1,13,6,-3.0
17107,1,14,6,-5.0
17108,6,1,7,-2.0
17109,6,2,7,-3.0
17110,6,3,7,-3.0
17111,6,4,7,-3.0
17112,6,5,7,-3.0
17113,6,6,7,-5.0
17114,6,7,7,1.0
17115,6,8,7,-3.0
17116,6,9,7,-2.0
17117,6,10,7,-3.0
17118,6,11,7,-2.0
17119,6,12,7,-3.0
17120,6,13,7,-3.0
17121,6,14,7,-2.0
17122,7,1,4,-3.0
17123,7,2,4,-3.0
17124,7,3,4,-2.0
17125,7,4,4,5.0
17126,7,5,4,-3.0
17127,7,6,4,-2.0
17128,7,7,4,-3.0
17129,7,8,4,-3.0
17130,7,9,4,-5.0
17131,7,10,4,-2.0
17132,7,11,4,-3.0
17133,7,12,4,-4.0
17134,7,13,4,-2.0
17135,7,14,4,-3.0
17136,4,1,7,-2.0
17137,4,2,7,-3.0
17138,4,3,7,-3.0
17139,4,4,7,-3.0
17140,4,5,7,-3.0
17141,4,6,7,-5.0
17142,4,7,7,1.0
17143,4,8,7,-3.0
17144,4,9,7,-2.0
17145,4,10,7,-3.0
17146,4,11,7,-2.0
17147,4,12,7,-3.0
17148,4,13,7,-3.0
17149,4,14,7,-2.0
17150,7,1,7,-2.0
17151,7,2,7,-3.0
17152,7,3,7,-3.0
17153,7,4,7,-3.0
17154,7,5,7,-3.0
17155,7,6,7,-5.0
17156,7,7,7,5.0
17157,7,8,7,-3.0
17158,7,9,7,-2.0
17159,7,10,7,-3.0
17160,7,11,7,-2.0
17161,7,12,7,-3.0
17162,7,13,7,-3.0
17163,7,14,7,-2.0
17164,7,1,12,-2.0
17165,7,2,12,-1.0
17166,7,3,12,-2.0
17167,7,4,12,-4.0
17168,7,5,12,-3.0
17169,7,6,12,-5.0
17170,7,7,12,-3.0
17171,7,8,12,-3.0
17172,7,9,12,-3.0
17173,7,10,12,-3.0
17174,7,11,12,-3.0
17175,7,12,12,3.0
17176,7,13,12,-3.0
17177,7,14,12,-3.0
17178,12,1,5,-3.0
17179,12,2,5,-2.0
17180,12,3,5,-3.0
17181,12,4,5,-3.0
17182,12,5,5,4.0
17183,12,6,5,-3.0
17184,12,7,5,-3.0
17185,12,8,5,-3.0
17186,12,9,5,-3.0
17187,12,10,5,-2.0
17188,12,11,5,-3.0
17189,12,12,5,-3.0
17190,12,13,5,-2.0
17191,12,14,5,-3.0
17192,13,1,7,-2.0
17193,13,2,7,-3.0
17194,13,3,7,-3.0
17195,13,4,7,-3.0
17196,13,5,7,-3.0
17197,13,6,7,-5.0
17198,13,7,7,4.0
17199,13,8,7,-3.0
17200,13,9,7,-2.0
17201,13,10,7,-3.0
17202,13,11,7,-2.0
17203,13,12,7,-3.0
17204,13,13,7,-3.0
17205,13,14,7,-2.0
17206,7,1,13,-3.0
17207,7,2,13,-1.0
17208,7,3,13,-3.0
17209,7,4,13,-2.0
17210,7,5,13,-2.0
17211,7,6,13,-3.0
17212,7,7,13,-3.0
17213,7,8,13,-3.0
17214,7,9,13,-3.0
17215,7,10,13,-3.0
17216,7,11,13,-3.0
17217,7,12,13,-3.0
17218,7,13,13,5.0
17219,7,14,13,-3.0
17220,13,1,14,0.0
17221,13,2,14,-3.0
17222,13,3,14,-3.0
17223,13,4,14,-3.0
17224,13,5,14,-3.0
17225,13,6,14,-5.0
17226,13,7,14,-2.0
17227,13,8,14,-3.0
17228,13,9,14,-1.0
17229,13,10,14,-5.0
17230,13,11,14,-3.0
17231,13,12,14,-3.0
17232,13,13,14,-3.0
17233,13,14,14,5.0
17234,2,1,1,5.0
17235,2,2,1,-2.0
17236,2,3,1,-3.0
17237,2,4,1,-3.0
17238,2,5,1,-3.0
17239,2,6,1,-5.0
17240,2,7,1,-2.0
17241,2,8,1,-3.0
17242,2,9,1,-2.0
17243,2,10,1,-3.0
17244,2,11,1,-3.0
17245,2,12,1,-2.0
17246,2,13,1,-3.0
17247,2,14,1,0.0
17248,4,1,3,-3.0
17249,4,2,3,0.0
17250,4,3,3,3.0
17251,4,4,3,-2.0
17252,4,5,3,-3.0
17253,4,6,3,-3.0
17254,4,7,3,-3.0
17255,4,8,3,-3.0
17256,4,9,3,-5.0
17257,4,10,3,-2.0
17258,4,11,3,-3.0
17259,4,12,3,-2.0
17260,4,13,3,-3.0
17261,4,14,3,-3.0
17262,3,1,7,-2.0
17263,3,2,7,-3.0
17264,3,3,7,-3.0
17265,3,4,7,-3.0
17266,3,5,7,-3.0
17267,3,6,7,-5.0
17268,3,7,7,5.0
17269,3,8,7,-3.0
17270,3,9,7,-2.0
17271,3,10,7,-3.0
17272,3,11,7,-2.0
17273,3,12,7,-3.0
17274,3,13,7,-3.0
17275,3,14,7,-2.0
17276,7,1,1,4.0
17277,7,2,1,-2.0
17278,7,3,1,-3.0
17279,7,4,1,-3.0
17280,7,5,1,-3.0
17281,7,6,1,-5.0
17282,7,7,1,-2.0
17283,7,8,1,-3.0
17284,7,9,1,-2.0
17285,7,10,1,-3.0
17286,7,11,1,-3.0
17287,7,12,1,-2.0
17288,7,13,1,-3.0
17289,7,14,1,0.0
17290,1,1,5,-3.0
17291,1,2,5,-2.0
17292,1,3,5,-3.0
17293,1,4,5,-3.0
17294,1,5,5,3.0
17295,1,6,5,-3.0
17296,1,7,5,-3.0
17297,1,8,5,-3.0
17298,1,9,5,-3.0
17299,1,10,5,-2.0
17300,1,11,5,-3.0
17301,1,12,5,-3.0
17302,1,13,5,-2.0
17303,1,14,5,-3.0
17304,8,1,8,-3.0
17305,8,2,8,-3.0
17306,8,3,8,-3.0
17307,8,4,8,-3.0
17308,8,5,8,-3.0
17309,8,6,8,-3.0
17310,8,7,8,-3.0
17311,8,8,8,5.0
17312,8,9,8,-3.0
17313,8,10,8,-3.0
17314,8,11,8,-3.0
17315,8,12,8,-3.0
17316,8,13,8,-3.0
17317,8,14,8,-3.0
17318,8,1,7,-2.0
17319,8,2,7,-3.0
17320,8,3,7,-3.0
17321,8,4,7,-3.0
17322,8,5,7,-3.0
17323,8,6,7,-5.0
17324,8,7,7,3.0
17325,8,8,7,-3.0
17326,8,9,7,-2.0
17327,8,10,7,-3.0
17328,8,11,7,-2.0
17329,8,12,7,-3.0
17330,8,13,7,-3.0
17331,8,14,7,-2.0
17332,11,1,7,-2.0
17333,11,2,7,-3.0
17334,11,3,7,-3.0
17335,11,4,7,-3.0
17336,11,5,7,-3.0
17337,11,6,7,-5.0
17338,11,7,7,5.0
17339,11,8,7,-3.0
17340,11,9,7,-2.0
17341,11,10,7,-3.0
17342,11,11,7,-2.0
17343,11,12,7,-3.0
17344,11,13,7,-3.0
17345,11,14,7,-2.0
17346,7,1,11,-3.0
17347,7,2,11,-2.0
17348,7,3,11,-3.0
17349,7,4,11,-3.0
17350,7,5,11,-3.0
17351,7,6,11,-5.0
17352,7,7,11,-2.0
17353,7,8,11,-3.0
17354,7,9,11,-5.0
17355,7,10,11,-2.0
17356,7,11,11,3.0
17357,7,12,11,-3.0
17358,7,13,11,-3.0
17359,7,14,11,-3.0
17360,11,1,4,-3.0
17361,11,2,4,-3.0
17362,11,3,4,-2.0
17363,11,4,4,3.0
17364,11,5,4,-3.0
17365,11,6,4,-2.0
17366,11,7,4,-3.0
17367,11,8,4,-3.0
17368,11,9,4,-5.0
17369,11,10,4,-2.0
17370,11,11,4,-3.0
17371,11,12,4,-4.0
17372,11,13,4,-2.0
17373,11,14,4,-3.0
17374,4,1,7,-2.0
17375,4,2,7,-3.0
17376,4,3,7,-3.0
17377,4,4,7,-3.0
17378,4,5,7,-3.0
17379,4,6,7,-5.0
17380,4,7,7,2.0
17381,4,8,7,-3.0
17382,4,9,7,-2.0
17383,4,10,7,-3.0
17384,4,11,7,-2.0
17385,4,12,7,-3.0
17386,4,13,7,-3.0
17387,4,14,7,-2.0
17388,7,1,7,-2.0
17389,7,2,7,-3.0
17390,7,3,7,-3.0
17391,7,4,7,-3.0
17392,7,5,7,-3.0
17393,7,6,7,-5.0
17394,7,7,7,3.0
17395,7,8,7,-3.0
17396,7,9,7,-2.0
17397,7,10,7,-3.0
17398,7,11,7,-2.0
17399,7,12,7,-3.0
17400,7,13,7,-3.0
17401,7,14,7,-2.0
17402,7,1,11,-3.0
17403,7,2,11,-2.0
17404,7,3,11,-3.0
17405,7,4,11,-3.0
17406,7,5,11,-3.0
17407,7,6,11,-5.0
17408,7,7,11,-2.0
17409,7,8,11,-3.0
17410,7,9,11,-5.0
17411,7,10,11,-2.0
17412,7,11,11,3.0
17413,7,12,11,-3.0
17414,7,13,11,-3.0
17415,7,14,11,-3.0
17416,11,1,7,-2.0
17417,11,2,7,-3.0
17418,11,3,7,-3.0
17419,11,4,7,-3.0
17420,11,5,7,-3.0
17421,11,6,7,-5.0
17422,11,7,7,3.0
17423,11,8,7,-3.0
17424,11,9,7,-2.0
17425,11,10,7,-3.0
17426,11,11,7,-2.0
17427,11,12,7,-3.0
17428,11,13,7,-3.0
17429,11,14,7,-2.0
17430,6,1,13,-3.0
17431,6,2,13,-1.0
17432,6,3,13,-3.0
17433,6,4,13,-2.0
17434,6,5,13,-2.0
17435,6,6,13,-3.0
17436,6,7,13,-3.0
17437,6,8,13,-3.0
17438,6,9,13,-3.0
17439,6,10,13,-3.0
17440,6,11,13,-3.0
17441,6,12,13,-3.0
17442,6,13,13,5.0
17443,6,14,13,-3.0
17444,13,1,1,3.0
17445,13,2,1,-2.0
17446,13,3,1,-3.0
17447,13,4,1,-3.0
17448,13,5,1,-3.0
17449,13,6,1,-5.0
17450,13,7,1,-2.0
17451,13,8,1,-3.0
17452,13,9,1,-2.0
17453,13,10,1,-3.0
17454,13,11,1,-3.0
17455,13,12,1,-2.0
17456,13,13,1,-3.0
17457,13,14,1,0.0
17458,11,1,5,-3.0
17459,11,2,5,-2.0
17460,11,3,5,-3.0
17461,11,4,5,-3.0
17462,11,5,5,5.0
17463,11,6,5,-3.0
17464,11,7,5,-3.0
17465,11,8,5,-3.0
17466,11,9,5,-3.0
17467,11,10,5,-2.0
17468,11,11,5,-3.0
17469,11,12,5,-3.0
17470,11,13,5,-2.0
17471,11,14,5,-3.0
17472,5,1,11,-3.0
17473,5,2,11,-2.0
17474,5,3,11,-3.0
17475,5,4,11,-3.0
17476,5,5,11,-3.0
17477,5,6,11,-5.0
17478,5,7,11,-2.0
17479,5,8,11,-3.0
17480,5,9,11,-5.0
17481,5,10,11,-2.0
17482,5,11,11,5.0
17483,5,12,11,-3.0
17484,5,13,11,-3.0
17485,5,14,11,-3.0
17486,11,1,9,-2.0
17487,11,2,9,-5.0
17488,11,3,9,-5.0
17489,11,4,9,-5.0
17490,11,5,9,-3.0
17491,11,6,9,-5.0
17492,11,7,9,-2.0
17493,11,8,9,-3.0
17494,11,9,9,5.0
17495,11,10,9,-5.0
17496,11,11,9,-5.0
17497,11,12,9,-3.0
17498,11,13,9,-3.0
17499,11,14,9,-1.0
17500,9,1,7,-2.0
17501,9,2,7,-3.0
17502,9,3,7,-3.0
17503,9,4,7,-3.0
17504,9,5,7,-3.0
17505,9,6,7,-5.0
17506,9,7,7,5.0
17507,9,8,7,-3.0
17508,9,9,7,-2.0
17509,9,10,7,-3.0
17510,9,11,7,-2.0
17511,9,12,7,-3.0
17512,9,13,7,-3.0
17513,9,14,7,-2.0
17514,7,1,5,-3.0
17515,7,2,5,-2.0
17516,7,3,5,-3.0
17517,7,4,5,-3.0
17518,7,5,5,5.0
17519,7,6,5,-3.0
17520,7,7,5,-3.0
17521,7,8,5,-3.0
17522,7,9,5,-3.0
17523,7,10,5,-2.0
17524,7,11,5,-3.0
17525,7,12,5,-3.0
17526,7,13,5,-2.0
17527,7,14,5,-3.0
17528,9,1,5,-3.0
17529,9,2,5,-2.0
17530,9,3,5,-3.0
17531,9,4,5,-3.0
17532,9,5,5,2.0
17533,9,6,5,-3.0
17534,9,7,5,-3.0
17535,9,8,5,-3.0
17536,9,9,5,-3.0
17537,9,10,5,-2.0
17538,9,11,5,-3.0
17539,9,12,5,-3.0
17540,9,13,5,-2.0
17541,9,14,5,-3.0
17542,5,1,3,-3.0
17543,5,2,3,0.0
17544,5,3,3,2.0
17545,5,4,3,-2.0
17546,5,5,3,-3.0
17547,5,6,3,-3.0
17548,5,7,3,-3.0
17549,5,8,3,-3.0
17550,5,9,3,-5.0
17551,5,10,3,-2.0
17552,5,11,3,-3.0
17553,5,12,3,-2.0
17554,5,13,3,-3.0
17555,5,14,3,-3.0
17556,1,1,8,-3.0
17557,1,2,8,-3.0
17558,1,3,8,-3.0
17559,1,4,8,-3.0
17560,1,5,8,-3.0
17561,1,6,8,-3.0
17562,1,7,8,-3.0
17563,1,8,8,5.0
17564,1,9,8,-3.0
17565,1,10,8,-3.0
17566,1,11,8,-3.0
17567,1,12,8,-3.0
17568,1,13,8,-3.0
17569,1,14,8,-3.0
17570,14,1,13,-3.0
17571,14,2,13,-1.0
17572,14,3,13,-3.0
17573,14,4,13,-2.0
17574,14,5,13,-2.0
17575,14,6,13,-3.0
17576,14,7,13,-3.0
17577,14,8,13,-3.0
17578,14,9,13,-3.0
17579,14,10,13,-3.0
17580,14,11,13,-3.0
17581,14,12,13,-3.0
17582,14,13,13,5.0
17583,14,14,13,-3.0
17584,9,1,8,-3.0
17585,9,2,8,-3.0
17586,9,3,8,-3.0
17587,9,4,8,-3.0
17588,9,5,8,-3.0
17589,9,6,8,-3.0
17590,9,7,8,-3.0
17591,9,8,8,1.0
17592,9,9,8,-3.0
17593,9,10,8,-3.0
17594,9,11,8,-3.0
17595,9,12,8,-3.0
17596,9,13,8,-3.0
17597,9,14,8,-3.0
17598,7,1,5,-3.0
17599,7,2,5,-2.0
17600,7,3,5,-3.0
17601,7,4,5,-3.0
17602,7,5,5,5.0
17603,7,6,5,-3.0
17604,7,7,5,-3.0
17605,7,8,5,-3.0
17606,7,9,5,-3.0
17607,7,10,5,-2.0
17608,7,11,5,-3.0
17609,7,12,5,-3.0
17610,7,13,5,-2.0
17611,7,14,5,-3.0
17612,5,1,7,-2.0
17613,5,2,7,-3.0
17614,5,3,7,-3.0
17615,5,4,7,-3.0
17616,5,5,7,-3.0
17617,5,6,7,-5.0
17618,5,7,7,4.0
17619,5,8,7,-3.0
17620,5,9,7,-2.0
17621,5,10,7,-3.0
17622,5,11,7,-2.0
17623,5,12,7,-3.0
17624,5,13,7,-3.0
17625,5,14,7,-2.0
17626,5,1,1,3.0
17627,5,2,1,-2.0
17628,5,3,1,-3.0
17629,5,4,1,-3.0
17630,5,5,1,-3.0
17631,5,6,1,-5.0
17632,5,7,1,-2.0
17633,5,8,1,-3.0
17634,5,9,1,-2.0
17635,5,10,1,-3.0
17636,5,11,1,-3.0
17637,5,12,1,-2.0
17638,5,13,1,-3.0
17639,5,14,1,0.0
17640,1,1,8,-3.0
17641,1,2,8,-3.0
17642,1,3,8,-3.0
17643,1,4,8,-3.0
17644,1,5,8,-3.0
17645,1,6,8,-3.0
17646,1,7,8,-3.0
17647,1,8,8,3.0
17648,1,9,8,-3.0
17649,1,10,8,-3.0
17650,1,11,8,-3.0
17651,1,12,8,-3.0
17652,1,13,8,-3.0
17653,1,14,8,-3.0
17654,8,1,5,-3.0
17655,8,2,5,-2.0
17656,8,3,5,-3.0
17657,8,4,5,-3.0
17658,8,5,5,3.0
17659,8,6,5,-3.0
17660,8,7,5,-3.0
17661,8,8,5,-3.0
17662,8,9,5,-3.0
17663,8,10,5,-2.0
17664,8,11,5,-3.0
17665,8,12,5,-3.0
17666,8,13,5,-2.0
17667,8,14,5,-3.0
17668,5,1,11,-3.0
17669,5,2,11,-2.0
17670,5,3,11,-3.0
17671,5,4,11,-3.0
17672,5,5,11,-3.0
17673,5,6,11,-5.0
17674,5,7,11,-2.0
17675,5,8,11,-3.0
17676,5,9,11,-5.0
17677,5,10,11,-2.0
17678,5,11,11,5.0
17679,5,12,11,-3.0
17680,5,13,11,-3.0
17681,5,14,11,-3.0
17682,13,1,4,-3.0
17683,13,2,4,-3.0
17684,13,3,4,-2.0
17685,13,4,4,4.0
17686,13,5,4,-3.0
17687,13,6,4,-2.0
17688,13,7,4,-3.0
17689,13,8,4,-3.0
17690,13,9,4,-5.0
17691,13,10,4,-2.0
17692,13,11,4,-3.0
17693,13,12,4,-4.0
17694,13,13,4,-2.0
17695,13,14,4,-3.0
17696,4,1,7,-2.0
17697,4,2,7,-3.0
17698,4,3,7,-3.0
17699,4,4,7,-3.0
17700,4,5,7,-3.0
17701,4,6,7,-5.0
17702,4,7,7,5.0
17703,4,8,7,-3.0
17704,4,9,7,-2.0
17705,4,10,7,-3.0
17706,4,11,7,-2.0
17707,4,12,7,-3.0
17708,4,13,7,-3.0
17709,4,14,7,-2.0
17710,7,1,13,-3.0
17711,7,2,13,-1.0
17712,7,3,13,-3.0
17713,7,4,13,-2.0
17714,7,5,13,-2.0
17715,7,6,13,-3.0
17716,7,7,13,-3.0
17717,7,8,13,-3.0
17718,7,9,13,-3.0
17719,7,10,13,-3.0
17720,7,11,13,-3.0
17721,7,12,13,-3.0
17722,7,13,13,2.0
17723,7,14,13,-3.0
17724,13,1,13,-3.0
17725,13,2,13,-1.0
17726,13,3,13,-3.0
17727,13,4,13,-2.0
17728,13,5,13,-2.0
17729,13,6,13,-3.0
17730,13,7,13,-3.0
17731,13,8,13,-3.0
17732,13,9,13,-3.0
17733,13,10,13,-3.0
17734,13,11,13,-3.0
17735,13,12,13,-3.0
17736,13,13,13,5.0
17737,13,14,13,-3.0
17738,3,1,13,-3.0
17739,3,2,13,-1.0
17740,3,3,13,-3.0
17741,3,4,13,-2.0
17742,3,5,13,-2.0
17743,3,6,13,-3.0
17744,3,7,13,-3.0
17745,3,8,13,-3.0
17746,3,9,13,-3.0
17747,3,10,13,-3.0
17748,3,11,13,-3.0
17749,3,12,13,-3.0
17750,3,13,13,4.0
17751,3,14,13,-3.0
17752,13,1,5,-3.0
